#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
makeLocusGraph_chromId_006_7_0001		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0001.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:11367049-22734096 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0002		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0002.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:22734097-34101144 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0003		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0003.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:34101145-45468192 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0004		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0004.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:45468193-56835240 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0005		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0005.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:56835241-68202287 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0006		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0006.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:68202288-79569334 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0007		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0007.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:79569335-90936381 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0008		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0008.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:90936382-102303428 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0009		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0009.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:102303429-113670475 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0010		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0010.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:113670476-125037522 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0011		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0011.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:125037523-136404569 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0012		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0012.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:136404570-147771616 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_006_7_0013		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_006_7_0013.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 7:147771617-159138663 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0000		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0000.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:1-11258771 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0001		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0001.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:11258772-22517542 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0002		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0002.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:22517543-33776313 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0003		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0003.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:33776314-45035084 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0004		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0004.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:45035085-56293855 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0005		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0005.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:56293856-67552626 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0006		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0006.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:67552627-78811397 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0007		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0007.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:78811398-90070168 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0008		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0008.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:90070169-101328939 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0009		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0009.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:101328940-112587710 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0010		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0010.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:112587711-123846481 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0011		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0011.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:123846482-135105252 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_007_8_0012		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_007_8_0012.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 8:135105253-146364022 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0000		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0000.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:1-11767786 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0001		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0001.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:11767787-23535572 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0002		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0002.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:23535573-35303358 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0003		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0003.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:35303359-47071144 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0004		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0004.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:47071145-58838930 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0005		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0005.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:58838931-70606716 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0006		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0006.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:70606717-82374502 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0007		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0007.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:82374503-94142288 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0008		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0008.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:94142289-105910074 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0009		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0009.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:105910075-117677860 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0010		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0010.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:117677861-129445646 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_008_9_0011		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_008_9_0011.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 9:129445647-141213431 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0000		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0000.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:1-11294563 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0001		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0001.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:11294564-22589126 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0002		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0002.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:22589127-33883689 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0003		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0003.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:33883690-45178251 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0004		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0004.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:45178252-56472813 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0005		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0005.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:56472814-67767375 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
makeLocusGraph_chromId_009_10_0006		command	1	2048	0	0	makeGraphTmpDir		/apps/lab/miket/manta/0.29.5/libexec/EstimateSVLoci --output-file /PHShome/hw878/Software/Manta/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_009_10_0006.bin --align-stats /PHShome/hw878/Software/Manta/workspace/alignmentStats.xml --region 10:67767376-79061937 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /PHShome/hw878/Rawdata/manta_practice.fa --align-file /PHShome/hw878/Rawdata/practice_bams/14415.fa.bam --chrom-depth /PHShome/hw878/Software/Manta/workspace/chromDepth.txt
